property_name,area_type,property_type,status,furnishing,facing,description,price,price_num,square_feet,price_per_sqft,floor_info,max_floors
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Sep '25,Unfurnished,East,3 bhk luxurious and spacious flat for sale in pramukh amaya pal gaurav path road surat. Subvention scheme available for 20 percent to be paid in 2 to 3 monthsRead more,₹89.7 Lac ,8970000.0,2111.0,4251.0,7.0,13.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,Luxurious flat for sell in Surat citys Prime Location with all Aminities.Read more,₹55.7 Lac ,5570000.0,1311.0,4249.0,6.0,13.0
"3 BHK Apartment for Sale in Shreepad Antillia, Pal Gam Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹95 Lac ,9500000.0,1960.0,4847.0,1.0,5.0
2 BHK  House for Sale in Adajan Surat,Super Area,Resale,Ready to Move,Unfurnished,West,"fully residents area, main adajan area",₹1 Cr ,10000000.0,900.0090000900009,11111.0,0.0,1.0
"3 BHK Apartment for Sale in Shreepad Antillia, Pal Gam Surat",Carpet Area,Resale,Ready to Move,Furnished,East,Its A Full Furnished 3 BHK Flat In A Very Prime Locality Of Adajan Pal. IT Has 2 CAR ALLOTTED Parking.Read more,₹99 Lac ,9900000.0,1150.0,5051.0,1.0,5.0
"3 BHK Apartment for Sale in The Address, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Altra Luxurious 3 Bhk Flat For Sell In Vesu,₹99.6 Lac ,9960000.0,1100.0,5100.0,11.0,13.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,This property has 2 and 3 BHK Apartment.,₹64.7 Lac ,6470000.0,1522.0,4251.0,4.0,14.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Jul '24,Unfurnished,East,3 bhk spacious and luxurious flat for sale in eco park side in althan surat only in 80 lacs including all charges. Near surat diamond bourse and airportRead more,₹82 Lac ,8200000.0,1715.0,4781.0,9.0,13.0
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹51 Lac ,5100000.0,1328.0,3840.0,15.0,15.0
"3 BHK Apartment for Sale in Martand Hills, Althan Surat",Super Area,New Property,Ready to Move,Unfurnished,East,3 BHK Flat For Sell With New Construction And Ready to Move In Althan.Read more,₹98 Lac ,9800000.0,1915.0,5117.0,6.0,12.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Oct '26,Unfurnished,North - East,The project has 2  3 bhk multistorey apartments. The project has 3 towers of 13 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkingsRead more,₹61.6 Lac ,6160000.0,735.0,4610.0,7.0,14.0
"3 BHK Apartment for Sale in The Legacy, Jahangirabad Surat",Super Area,New Property,Poss. by Jun '25,Unfurnished,East,"This luxurious and affordable 3 BHK flat is not only conveniently located within walking distance to the metro station but also offers ample space with its big and spacious layout. Enjoy the perfect combination of luxury, affordability, and convenience in this welldesigned residence.Read more",₹70.7 Lac ,7070000.0,1911.0,3700.0,6.0,14.0
"3 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,3bhk flets for sell with all amenities.,₹97.6 Lac ,9760000.0,976.0,5500.0,10.0,14.0
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,₹51.2 Lac ,5120000.0,1225.0,4180.0,6.0,14.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,New Property,Poss. by Jan '26,Unfurnished,East,"Otium, an exclusive collection of 3BHK residences,. It is the ultimate destination that provides proximity to everything that holds utmost importance to you. These artisticallydesigned luxury homes are equipped with stateoftheart facilities and offer breathtaking scenic views that elevate your daily life to a whole new levelRead more",₹63 Lac ,6300000.0,950.0,3651.0,3.0,14.0
3 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Dec '25,Unfurnished,East,"For those looking to buy a residential property, here comes one of the choicest offerings in Surat, at PAL. This Project  is among the newest addresses for homebuyers. This is an under construction project right now, and is expected to be delivered by Dec, 2025. It has a variety of options to choose from that too in a varied budget range.Read more",₹86.9 Lac ,8690000.0,985.0,4600.0,6.0,13.0
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,"A 3 bedroom flat, located in palanpur, surat, is available. It is a Under Construction flat located in Rameshvarm Ivaan . Situated in a prominent locality, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 3 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super built-Up area of 1825 sq. Ft.Read more",₹72.8 Lac ,7280000.0,1825.0,3991.0,6.0,13.0
"2 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,Resale,Ready to Move,Unfurnished,East,Best Location Of Althan Canal Road,₹57.2 Lac ,5720000.0,1270.0,4500.0,14.0,14.0
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Carpet Area,New Property,Ready to Move,Unfurnished,East,"Aagam Heights Lotus is located on strategic location at Althan Bhimrad and connecting Sachin Magdalla Road. The mention flat is 1616 sq ft with spacious 3 bedroom with 2 bathrooms. The Complex has amenities like kids play area, senior citizen seat outs and landscape garden.Read more",₹64.6 Lac ,6459999.999999999,890.0,4000.0,0.0,13.0
"3 BHK Apartment for Sale in The Majestic, Althan Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹95 Lac ,9500000.0,1906.0,4984.0,4.0,14.0
3 BHK Apartment for Sale in Palanpur Surat,Super Area,New Property,Ready to Move,Furnished,East,,₹72.5 Lac ,7250000.0,1725.0,4203.0,6.0,14.0
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,2 And 3 BHK Ultra Luxurious Flat For Sell In Pal Prime Location with All Aminities .Read more,₹84.6 Lac ,8460000.0,1800.0,4700.0,8.0,13.0
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,New Property,Ready to Move,Furnished,East,,₹55 Lac ,5500000.0,1258.0,4372.0,5.0,14.0
"3 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,New Property,Ready to Move,Furnished,East,,₹75 Lac ,7500000.0,1725.0,4348.0,5.0,14.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹92 Lac ,9200000.0,1017.0,4973.0,12.0,13.0
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat",Carpet Area,Resale,Ready to Move,Furnished,East,,₹55 Lac ,5500000.0,711.0,4382.0,6.0,14.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Oct '24,Unfurnished,East,3 bhk flat for sale in candle althan project by s group. Near surat airport and diamond bourseRead more,₹77.1 Lac ,7709999.999999999,1773.0,4351.0,9.0,12.0
"3 BHK Apartment for Sale in Bilvam Rengency, Palanpur Gam Surat",Super Area,New Property,Ready to Move,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Contact For More Details .Read more",₹78 Lac ,7800000.0,1955.0,3990.0,6.0,13.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Ready to Move,Unfurnished,East,"2 BHK deluxe apartments by Surats renowned property builder, Veer Amanta promises to fulfill the dreams of nuclear families. Rich in amenities, including gym, gazebo seating, banquet hall, childrens play area, indoor games, jogging track, and free WiFi zone, this residential marvel is a place to create memories and celebrate life.Reconnect with nature, and let your soul free with worriless life at Veer Amanta.Read more",₹70 Lac ,7000000.0,740.0,5204.0,5.0,10.0
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,New Property,Poss. by Aug '24,Unfurnished,South - East,2 BHK Luxurious Flat For Sell In Gaurav Path Prime Area With All Aminities .Read more,₹51.5 Lac ,5150000.0,1225.0,4204.0,6.0,14.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,New Property,Ready to Move,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,₹65.5 Lac ,6550000.0,1746.0,3750.0,6.0,13.0
"3 BHK Apartment for Sale in Sattvam, Pal Surat",Super Area,New Property,Poss. by Dec '24,Unfurnished,East,Luxurious Flat for Sell In Surat City Prime Area with All AminitiesRead more,₹94.8 Lac ,9480000.0,2061.0,4600.0,7.0,13.0
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Jun '25,Unfurnished,East,"A 2 bedroom flat, located in palanpur, surat, is available. It is a Under Construction flat located in Pramukh Amaya  . Situated in a prominent locality, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 2 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 1311 Sqft.Read more",₹55.7 Lac ,5570000.0,1311.0,4251.0,5.0,13.0
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Super Area,Resale,Ready to Move,Unfurnished,East,"3bhk Budgeted Flatsvery peacefull areaNR.Diamond Bourse and SMC Exhibition HallSwimming pool, Garden and Children Play Areapossession in 1yearfor more details please meRead more",₹62 Lac ,6200000.0,1550.0,4000.0,8.0,11.0
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Super Area,Resale,Ready to Move,Unfurnished,East,,₹92.5 Lac ,9250000.0,1850.0,5000.0,3.0,14.0
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,New Property,Ready to Move,Unfurnished,East,2 BHK Luxurious Flat For Sale In Palanpur Prime Area With New Construction.Read more,₹56 Lac ,5600000.0,700.0,4217.0,1.0,15.0
"2 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,New Property,Poss. by Nov '24,Unfurnished,East,2 And 3 BHK Ultra Luxurious Flat For Sell In Pal Prime Location with All Aminities .Read more,₹62.3 Lac ,6230000.0,1325.0,4702.0,6.0,13.0
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,New Property,Poss. by Dec '24,Unfurnished,East,"Multistorey apartment is available for sale. It carpet area of 1700  sq-ft, it is a good location property. Please contact for more details.Read more",₹60 Lac ,6000000.0,1700.0,3529.4117647058824,4.0,13.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,Resale,Ready to Move,Furnished,East,,₹85 Lac ,8500000.0,1632.0,5208.0,2.0,11.0
3 BHK  House for Sale in Palanpur Jakatnaka Surat,Super Area,Resale,Ready to Move,Semi-Furnished,East,"3 bhk house for sale in palanpur jakatnaka, surat",₹65 Lac ,6500000.0,1300.0,5000.0,0.0,1.0
"3 BHK Apartment for Sale in Shaligram Flats, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹88 Lac ,8800000.0,1020.0,4757.0,3.0,5.0
"3 BHK Apartment for Sale in Pramukh Shiv Siddhi, Pal Gam Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,3 bhk flat big size flat light fen kitchen trolley.,₹98 Lac ,9800000.0,1000.0,5414.0,6.0,13.0
3 BHK Apartment for Sale in Althan Surat,Super Area,New Property,Poss. by Dec '24,Unfurnished,East,3 bhk luxurious and spacious flat for sale in peak living situated in althan surat near surat diamond bourse and surat airport.Read more,₹82.8 Lac ,8280000.0,1861.0,4451.0,8.0,12.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Jul '24,Unfurnished,East,,₹77 Lac ,7700000.0,1811.0,4251.0,7.0,13.0
2 BHK Apartment for Sale in Pal Surat,Carpet Area,New Property,Poss. by Oct '26,Unfurnished,East,The project has 2 bhk multistorey apartments. The project has 3 towers of 14 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkings. The apartment has 1250 square feet super build up areaRead more,₹53.2 Lac ,5320000.0,687.0,4252.0,9.0,14.0
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Super Area,New Property,Poss. by Feb '26,Unfurnished,East,"This luxurious yet affordable 3 BHK flat is conveniently located within walking distance to D Mart, ensuring easy access to daily essentials. Situated right on the main road, it offers excellent visibility and accessibility. Enjoy the perfect blend of luxury and convenience in this wellpositioned residence.Read more",₹58.8 Lac ,5880000.0,1725.0,3411.0,7.0,14.0
2 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,New Property,Ready to Move,Unfurnished,West,"Signature homes that are created by passionate and trustworthy realtor make a difference. And for the discerning class, this very factor means a lot. this is one such vicinity that is built on the pillars of trust and ageold legacy. Breaking new ground in design and aesthetic, fulfilling the contemporary residential trend and facilitating highstandard amenities, New home expert presents 2 BHK homes at the most peaceful surrounding of adajan. With 2 residential towers in the premise, there is a scope of exclusivity, an air of ebullience.Luxurious to the core, New home expertRead more",₹50.8 Lac ,5080000.0,700.0,4200.0,4.0,13.0
2 BHK Apartment for Sale in Pal Surat,Super Area,New Property,Poss. by Dec '24,Unfurnished,East,Luxurious Flat for Sell In Surat City Prime Area with All AminitiesRead more,₹60.8 Lac ,6080000.0,1350.0,4500.0,6.0,13.0
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,New Property,Poss. by Jun '25,Unfurnished,East,"A 3 bedroom flat, located in palanpur, surat, is available. It is a Under Construction flat located in Pramukh Amaya  . Situated in a prominent locality, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 3 bathrooms. The property also has 1balconys. The flat has a good view of the locality. The flat is a freehold property and has a super builtUp area of 2111 Sqft.Read more",₹89.7 Lac ,8970000.0,2111.0,4251.0,5.0,13.0
"2 BHK Apartment for Sale in Atlanta Sky Deck, Bhimrad Surat",Carpet Area,Resale,Ready to Move,Unfurnished,East,near dhiraj son althan main road  building,₹60 Lac ,6000000.0,1200.0,5115.0,13.0,19.0
3 BHK Apartment for Sale in Pal Surat,Super Area,Resale,Ready to Move,Unfurnished,East,3 BHK Luxurious Flat for Sell In Pal Prime Area With Good Conditions like New Construction .Read more,₹85 Lac ,8500000.0,1960.0,4337.0,7.0,13.0
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,Resale,Ready to Move,Furnished,East,3 BHK Purr veg campus Flat for Sell With Fully Furnished .,₹85 Lac ,8500000.0,1522.0,5585.0,6.0,14.0
"3 BHK Apartment for Sale in Bhakti Victory Shoppers, Pal Surat",Super Area,Resale,Ready to Move,Semi-Furnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,₹85 Lac ,8500000.0,1950.0,4359.0,7.0,13.0
"3 BHK Apartment for Sale in Jolly Residency, Vesu Surat",Carpet Area,Resale,Ready to Move,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell In Vesu,₹75 Lac ,7500000.0,1020.0,4412.0,6.0,12.0
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Super Area,Resale,Ready to Move,Semi-Furnished,East,,₹90 Lac ,9000000.0,1890.0,4762.0,6.0,12.0
2 BHK Apartment for Sale in Vesu Surat,Super Area,New Property,Poss. by Dec '24,Unfurnished,East,New Plotting  in Prime location in vesu,₹67 Lac ,6700000.0,1321.0,5072.0,5.0,14.0
